url,username,date,time,tweet
https://twitter.com/BlkBldKnights/status/1442701031595397124,@BlkBldKnights,2021-09-28,13:01:44,"사실 언제 어디서든 다양한 사건 사고가 터진다. 그런데 그게 뉴스에 실리냐 안 실리냐에 따라 무게감이 확 달라진다. 

당시에는 남겨진 가족의 아픔이 절절하다 생각해 딱히 얘기를 덜 얹었는데. 한강에서 실족사한 걸로 추정되는 의대생 사건 말이다.

만약 이걸 꼭지로 처리했다면?"
https://twitter.com/fhilian/status/1441459218926632962,@fhilian,2021-09-25,02:47:13,"손정민 한강 의대생 사망 사건, 골든건 https://t.co/WDcJRvw4Tj - @YouTube"
https://twitter.com/Bella_soyeong/status/1440992855737061388,@Bella_soyeong,2021-09-23,19:54:03,"고고하면서도 주변 사람들을 끌어들이는 카리스마. 남의 평가나 의견에 휘둘리지 않고 자기생각대로 밀고 나가는 강한 의지
-아시자와 요, 죄의 여백

읽는 내내 한강 의대생 실종사건이 떠올랐다. 
왜 일까"
https://twitter.com/luv_mid/status/1439220563210289159,@luv_mid,2021-09-18,22:31:36,그렇잖아 술마시고 한강에서 익사한 의대생 남자에게는 전국민의 애도가 돌아가는데 연인에게 맞아죽은 여성이 어떤 처지에 놓여있는지 좀 봐
https://twitter.com/Wandava/status/1437974501510107139,@Wandava,2021-09-15,12:00:12,"[장작] 한강 의대생 사건 근황 https://t.co/m3vrzJw0Ee 

...."
https://twitter.com/lucky25753574/status/1437971632329408512,@lucky25753574,2021-09-15,11:48:48,"와, 이거 '의대생 한강실종 사망사건'과 묘하게 닮았네.
약혼남은 수사협조 '거부', 변호사선임 먼저, 여성은 여전히 실종상태, 같이탔던 밴은 남자집에서 발견... ???

Where Is Gabby? Family of Missing LI Woman Claims Fiancé Is ‘Refusing' to Help Find Her https://t.co/xuIz4ihxHM"
https://twitter.com/Sylphirit/status/1436605362384166914,@Sylphirit,2021-09-11,17:19:43,"""화이자 접종 2주만에…급작스레 피 토하며 아버지 숨졌다"" https://t.co/ltL3zlhGTO

솔직히 쟤들은 지금 마인드가 딱 한강에서 술 쳐먹고 죽은 의대생 애비 마인드라 백신 문제라는 결론이 안 나오면 멈추지 않을걸."
https://twitter.com/khjsujin/status/1435925626460925955,@khjsujin,2021-09-09,20:18:42,"손정민군#한강실종의대생    

나는 6분전 일을 알고있다!! 

가방 속에 뭐가 있었길래... https://t.co/3Zsbd3Y4Vj - @YouTube"
https://twitter.com/TP_Insider/status/1435217097567604736,@TP_Insider,2021-09-07,21:23:15,"20. 의대생 국시 구제 반대: https://t.co/C8gDHuARfZ
21. (거짓청원) 25개월 딸, 초등생이 성폭행: https://t.co/vfdHsPXt5x
22. 강영수 대법관 후보 자격 박탈 청원: https://t.co/BnyZPMknyR
23. 한강 실종 사건: https://t.co/AwvE6hm3A4"
https://twitter.com/ArdisArdict/status/1435014997046747137,@ArdisArdict,2021-09-07,08:00:11,여기서 들었던 가장 충격적이었던 말들 중 하나로 전에 한강 의대생 실종사건 일어났을때 ‘에휴 잘 뒤졌다’ 이거였답니다.
https://twitter.com/warrr_bts/status/1434684349929050115,@warrr_bts,2021-09-06,10:06:18,그 한강 의대생 익사한 사건 잘 아시는 분.... 거짓뉴스 관련 비평쓰기로 해서 일단 말해줬는데 애들 잘 모르는건가보ㅏ 어캄
https://twitter.com/wjsejguq_/status/1433477141765582849,@wjsejguq_,2021-09-03,02:09:17,트위터에서 유명한 모 정치인에 대해 비판적이거나 혹은 좀 더 악의적인 보도를 낸다고 하면 항의전화부터 시작해서 단체행동에 들어가지만 한강 의대생 친구를 모함하는 보도 같은 거엔 욕 한 번 하고 말잖아
https://twitter.com/wjsejguq_/status/1433474956063432707,@wjsejguq_,2021-09-03,02:00:36,이런 글 나올 때마다 한강 의대생 친구가 당한 억울한 마녀사냥 같은 걸 유죄판결 나거나 수사받는 자기네 편 정치인이랑 비벼서 어떻게든 자기네도 마녀사냥당했다고 물타기하려는 계정들도 두 자리수로 나오곤 해요
https://twitter.com/seul_165/status/1432589318837575680,@seul_165,2021-08-31,15:21:24,갑자기 존나빡침 저번에 의대생한강실종사건은 몇주동안 전국에서 아주 이슈됏는데 여성혐오 범죄 발생하면 다들 관심 1도없음 ..... 그리고 워낙 이런 범죄가 많이 발생해서 나도 모르는 범죄가 너무 많음 진짜 개짜증남 namja만 죽어도 세상에서 일어나는 문제 90프로 이상은 해결될듯
https://twitter.com/__VioletCotton/status/1432549278652661760,@__VioletCotton,2021-08-31,12:42:18,촉망받던 의대생이 만취 상태로 한강에 빠져 실종됐을 땐 온 나라가 온갖 음모론으로 떠들썩했는데 촉망받던 여대생이 다툼 중 죽을 때까지 폭행 당한 사건은 그렇게 많은 관심을 못 받는 것 같다. 여자는 흔하게 죽으니 그리 충격적이지도 않은가 보다. https://t.co/hvQI7yyVAo
https://twitter.com/Lei_Shuriel/status/1432233726914686986,@Lei_Shuriel,2021-08-30,15:48:24,뭔가 있잖아요?간호사 파업보다 한강에서 실종된 의대생 뉴스가 더 파문이 큰 것을 보고 조금 의아하네요..
https://twitter.com/Y_u_J_in/status/1432178802172461057,@Y_u_J_in,2021-08-30,12:10:09,"한강 의대생은 내가 엄마다 내가 아빠다 우리가 부모다 하던 인간들 다 어디갔냐
https://t.co/7pbOw8uRWV"
https://twitter.com/mul_hano/status/1432056218109894657,@mul_hano,2021-08-30,04:03:03,한국이나 일본이나 당장의 도주하는 살인범보다는.. 거대한 공권력 뒤에 가려진 세력. 뭐 이런거에 관심갖는건 똑같은 듯…. 한강 의대생 죽었을땐 나라에서 음폐니 엄폐니 온갖소리다하고… 경찰욕하고~ ㅋㅋㅋㅋ
https://twitter.com/brother_mae/status/1431999809490096133,@brother_mae,2021-08-30,00:18:54,한강 의대생 실종됐을땐 다들 왜그랬던 거임..? 나 아직도 이해를 못함
https://twitter.com/khjsujin/status/1431937097863077890,@khjsujin,2021-08-29,20:09:42,"손정민 한강 의대생 사망 사건, 

골든건 말할 때 

-그거의 입에 막대사탕 물려있다

--그거의 입에 막대사탕 물려있다

https://t.co/Vz3zv6sW3i - @YouTube"
https://twitter.com/SC2_Veloce/status/1431837965416755200,@SC2_Veloce,2021-08-29,13:35:47,"@Sey19971 @Do_rae_ 한강 의대생 쳐보슈.
남자에다가 아비가 삼성물산 다니면 술 먹다 죽어도 몇주가 시끌시끌 하던데??
기억력 붕어니?"
https://twitter.com/ummmmmnii/status/1431244285031059459,@ummmmmnii,2021-08-27,22:16:43,또 화나는건 한강 의대생 그 일은 아주 전국 애도 뭐 어쩌고 난리더니 이런 살이사건 데이트폭력 이런거엔 눈하나 깜짝 안한다는거임
https://twitter.com/dragonkeem/status/1431239541399044103,@dragonkeem,2021-08-27,21:57:52,"그렇찮아도 아내랑 도서관 가면서
한강에서 술먹다 죽은 의대생엔 그렇게 감정이입하고 애도하는 사람도 많은데, 오토바이 사망하신 분은 아무도 기억하지 않는 건가? 하며 이야기 나눴는데
이렇게 기억해주는 분들이 있어서 또 가슴이 따뜻해집니다 https://t.co/Crcv9Bro9b"
https://twitter.com/khjsujin/status/1430482364581306373,@khjsujin,2021-08-25,19:49:07,"손정민 

-한강 의대생 사망 사건, 2:18 목격자의 정체 https://t.co/FkLos67G6q - @YouTube"
https://twitter.com/kyuniee22/status/1429251827342532610,@kyuniee22,2021-08-22,10:19:24,"손정민 실족사다 vs 타살이다
#손정민 #실족 #그것이알고싶다 #그알 #반포 #한강 #의대생 #중앙대"
https://twitter.com/khjsujin/status/1429199796095447042,@khjsujin,2021-08-22,06:52:39,"손정민 한강 의대생 사망 사건, 

-집중공략 흰티파기 

-https://t.co/yXHDxLaohb - @YouTube"
https://twitter.com/plz_shut__up_/status/1428968152927399940,@plz_shut__up_,2021-08-21,15:32:11,여자가 사건에 관련되면 나라가 들썩거린다라...... 여자가 죽었기 때문이 아니라 사람이 죽었기 때문으로 봐주시면 안될까나? 그 한강 의대생 그 사람 아마도 남자였을 걸...
https://twitter.com/khjsujin/status/1428299708141768712,@khjsujin,2021-08-19,19:16:01,"손정민 한강 의대생 사망 사건, 

-달사진 너마저 https://t.co/ji6rkRkcGZ - @YouTube"
https://twitter.com/7wTna/status/1428052267932872707,@7wTna,2021-08-19,02:52:47,"가장 불쌍한 건 이화여대 숙명여대생들임
알지도 못하면서 맨날 한남충들이 내  여사친이 이대다니는데~로 시작해서 증거없이까임 
한강 의대생사건도 이대 숙대생들이 에타에서 조리돌람했다고 남초에서 루머 퍼지고 ㅆㅂㅋㅋㅋ"
https://twitter.com/khjsujin/status/1427241366459846656,@khjsujin,2021-08-16,21:10:33,"[한강 실종 의대생] 

-친구는 왜 참고인조사에 변호사를 데려왔을까...? (변호사피셜) https://t.co/9MI2zKQRzv - @YouTube"
https://twitter.com/khjsujin/status/1427117250755153920,@khjsujin,2021-08-16,12:57:21,"손정민 한강 의대생 사망 사건, 

-한강의 고성능 투시 CCTV https://t.co/0oSyrjZaR2 - @YouTube"
https://twitter.com/khjsujin/status/1426433479525363713,@khjsujin,2021-08-14,15:40:18,"손정민군#한강실종의대생

#꼬리에꼬리   

추적60분 세부영상 이 영상들을 잘 기억해 두시기 바랍니다 https://t.co/cl9CqRA6Mp - @YouTube"
https://twitter.com/khjsujin/status/1426334516759597058,@khjsujin,2021-08-14,09:07:03,"손정민군#한강실종의대생  

-막걸리 옆에 나란히 있는 걸 보아하니 

사용했던 물건 같은데... https://t.co/gZrpWhCU06 - @YouTube"
https://twitter.com/mimiming01/status/1425317359221305344,@mimiming01,2021-08-11,13:45:14,그 뭐냐 한강에서 죽은 의대생 아버지 왜 그러냐고 했는데... 그 사람 집단으로 모아놓은게 세월호 유족 대표단 같은데?
https://twitter.com/khjsujin/status/1424325848191045635,@khjsujin,2021-08-08,20:05:19,"양손목에 문신한 남자

-손정민 한강 의대생 사망 사건, 

-양손목에 문신한 남자

집중공략 흰티파기 https://t.co/DyaaNLzSQs"
https://twitter.com/khjsujin/status/1424319321254203398,@khjsujin,2021-08-08,19:39:23,"양손목에 문신한 남자

손정민 한강 의대생 사망 사건, 

-양손목에 문신한 남자

집중공략 흰티파기 https://t.co/yXHDxLaohb - @YouTube"
https://twitter.com/khjsujin/status/1423732718987186178,@khjsujin,2021-08-07,04:48:26,"손정민 한강 의대생 사망 사건, 

-흰남방 입은 편의점 흰티 찾기 https://t.co/yJa860GObt - @YouTube"
https://twitter.com/michangmoolsan/status/1423635474615177216,@michangmoolsan,2021-08-06,22:22:01,#손정민군#한강실종의대생   등잔 밑이 어둡다 3부...망설이다 올립니다 https://t.co/codH8kf7Vj 출처 @YouTube
https://twitter.com/khjsujin/status/1423421510912397312,@khjsujin,2021-08-06,08:11:48,"#손정민군#한강실종의대생   

등잔 밑이 어둡다 3부...

망설이다 올립니다 https://t.co/JwyqEwAJed - @YouTube"
https://twitter.com/malemantis/status/1423263977740505095,@malemantis,2021-08-05,21:45:49,"한강에서 술먹다 죽은 20대 의대생 
정말 웃긴게...

방역수칙 어기고 싸돌아다니면서 마시다 죽은건 둘째치더라도 대체 누가 누굴 걱정하는지"
https://twitter.com/glosszzrry/status/1422935527544606727,@glosszzrry,2021-08-05,00:00:41,"그래 이러다 많이 죽엇을 텐데 왤케 유난이냐고 그 의대생 앱충이는
앞으로 한강에서 술 처먹다 죽으면 의대생ed라고 해드림 https://t.co/laKfUAfmM1"
https://twitter.com/cesium_02/status/1422721621228355584,@cesium_02,2021-08-04,09:50:42,"서울대는 뉴스에서 비대면 수업여부를 알려주고, 의대생은 한강에서 술먹다가 실족사해도 의대생인데, 역시 공부는 잘해놓고 볼 일이다"
https://twitter.com/khjsujin/status/1422670615945748482,@khjsujin,2021-08-04,06:28:01,#손정민군#한강실종의대생    다 찍었는데 왜....냐구  뭘 찍었을까...? https://t.co/jEqMvtMLmW - @YouTube
https://twitter.com/onpusama/status/1421049505026166785,@onpusama,2021-07-30,19:06:18,"먼곳에서 찾으면 이수역과 대학로의 리버스, 가까이서 찾으면 한강 의대생 익사사건 여론몰이의 몰락."
https://twitter.com/khjsujin/status/1420889448007356419,@khjsujin,2021-07-30,08:30:17,"한강 손정민 살해 사건

-손정민 한강 의대생 사망 사건, 2021년 4월 25일 오전 5:47(영상출처:이매지아) https://t.co/35H7DKZbzb - @YouTube"
https://twitter.com/khjsujin/status/1420675970969726982,@khjsujin,2021-07-29,18:22:01,"손정민 한강 

-의대생 사망 사건, 목적 https://t.co/IaXLRfVPIU - @YouTube"
https://twitter.com/dducheer2/status/1420464357671010309,@dducheer2,2021-07-29,04:21:08,"근데 또 보면은 엄마가 무슨 의대생은 내자식 어쩌고에 과몰입한게 아님...
한강사건을 미디어 언론이 존~~~~~나 세세하게 다뤄줘서 그래 그러다보니 엄마도 그 자세한 내용을 보다가 과몰입한겨"
https://twitter.com/aaokl/status/1420186578832429059,@aaokl,2021-07-28,09:57:20,"우리 자기ID 쉬즈엠디(s대 교수겸 대학병원 의상)에게
한강 실종 의대생과 일산 고3학생 실종 후 사망건도 사단숭배 종교 조직원 풀어서 어린 학생들 사전에 독사제자로 키워서 저것때문에 너 성공 못한다고 하면서 죽여야 산다고 세뇌 시켜놨다 아무런 죄책감도 못느끼게."
https://twitter.com/khjsujin/status/1419950942011547649,@khjsujin,2021-07-27,18:21:00,"손정민군- 한강실종의대생   

미니 스커트녀는 아니었다 

-청바지녀가 진짜다 

-청바지녀가 연결고리!! https://t.co/O530KYguzR - @YouTube"
https://twitter.com/fhilian/status/1418821497351819267,@fhilian,2021-07-24,15:33:00,"손정민 한강 의대생 사망 사건, 동석자의 막대사탕 https://t.co/pxZ4FVCux6 - @YouTube"
https://twitter.com/dalbitaplus/status/1418519079514787844,@dalbitaplus,2021-07-23,19:31:18,제주도 그 살인사건을 한강의 의대생만큼 언론에서 보도하고 사람들이 관심 가져줄까 의대생도 아니고 부자도 아니고 서울도 아니고 과연 어떨까
https://twitter.com/sedaily_com/status/1418098094621609993,@sedaily_com,2021-07-22,15:38:27,"[속보] 靑 ""한강 의대생 실종, 범죄 정황 확인 안돼 사건 종결""
https://t.co/1z7Iz9aL9F"
https://twitter.com/ehnandi/status/1416959428549509125,@ehnandi,2021-07-19,12:13:48,울먹이는 정민이의 마지막 음성. 한강 의대생 https://t.co/ZhWndJl9q8
https://twitter.com/exinum0457/status/1416583421845925888,@exinum0457,2021-07-18,11:19:41,의대생 한강 실종 사건과 마찬가지로 밤에 수영을 하다가 숨지는 사고가 밤 10시에 일어나는 모양새네...
https://twitter.com/chocodayo08/status/1416301685362749442,@chocodayo08,2021-07-17,16:40:10,"한국에서 의사란 대체 무엇인가
의대생은 미래도 판사가 알아서 챙겨서 형도 적게 받고 한강에서 술마시고 사고사해도 전국 뉴스에 음모론이 떠돌고
의사가 벼슬이야 아주 https://t.co/zRsN0BTwt0"
https://twitter.com/khjsujin/status/1416210936592011265,@khjsujin,2021-07-17,10:39:33,"손정민- 한강실종의대생   

이 등장인물들 모두 관련자다!!!

등잔 밑이 어둡다 1부 03시32분~04시05분까지 상황이 예사롭지 않다!! 새로운 이들의 등장 이들... https://t.co/ELZgYtR8wU - @YouTube"
https://twitter.com/khjsujin/status/1416210412148649984,@khjsujin,2021-07-17,10:37:28,"손정민군#한강실종의대생   

-등잔 밑이 어둡다 1부 03시32분~04시05분까지 

상황이 예사롭지 않다!! 

새로운 이들의 등장 이들... https://t.co/ELZgYu8Jos - @YouTube"
https://twitter.com/MeringMerong/status/1415815492875395073,@MeringMerong,2021-07-16,08:28:12,"저 내용에 ""수정주의""에 해당하는것이 한강에서 사고사한 의대생에 대한 방구석 코난들의 발악이고, 제대로 된 사고 자체를 못함. 더욱이 주위에서 자신들의 그런 생각과 말으 싫어하고 소수인 것도 알아서 다른 사람들과 오프라인에서는 말도 잘 안함. https://t.co/3ywR07dONp"
https://twitter.com/bob_pool_/status/1415402433421799424,@bob_pool_,2021-07-15,05:06:51,"님아 앞뒤가 안맞아요
성폭력, 희롱, 월급 차별부터 심지어는 범죄자에 대한 형량까지 성별에 따라 다름
한강실족사한 의대생 그건 전국민이 나서서 추모해주더니 속옷+하의 벗겨진 여자시체가 7구나 나타났는데 자살이라고 치부하는 행태에... 그렇기 때문에 페미니즘이 힘을 얻고 있는거임 그걸 가지 https://t.co/ojFQwdRhkq"
https://twitter.com/myang_b/status/1415135222618726402,@myang_b,2021-07-14,11:25:03,진짜 억장와르르이실 듯 그 한강 의대생은 전국민이 관심 갖더만 왜 이런거엔 관심 안주냐~~… https://t.co/Zpjz1kCfct
https://twitter.com/minimarple/status/1415017159944716288,@minimarple,2021-07-14,03:35:55,@BMontheMoon 한강 의대생 변사 사건은 그 아버지가 완전 고지능 사이코.
https://twitter.com/BMontheMoon/status/1415014641013444608,@BMontheMoon,2021-07-14,03:25:54,"@minimarple 저기 이번에 한강 의대생 변사사건요....
그거보면 한국사람들 교육열 높은거
하나도 소용없는거 같아요.
전 한국 사람들이 성질이 급해서 
놓치는 부분이 많다고 생각해요....
외국사람들은 한국사람들에 비해
차분한편인거 같아요."
